invoice_number,vendor,amount,invoice_date,due_date,status,po_number
INV-2026-4234,Harborstone Consulting Group,1241.25,2026-02-25,2026-03-27,paid,PO-6875
INV-2026-3370,Fleetline Maintenance,2811.02,2026-04-21,2026-06-20,overdue,PO-6927
INV-2026-2449,Precision Print Shop,1454.31,2026-06-28,2026-07-28,overdue,PO-6777
INV-2026-3563,Everline Distribution,925.95,2026-06-26,2026-07-26,pending,PO-6485
INV-2026-4680,Fleetline Maintenance,,2026-03-08,2026-03-23,overdue,PO-6592
INV-2026-4067,Northwind Security,1673.48,2026-03-03,2026-04-02,paid,PO-6833
INV-2026-3396,Quartz Design Studio,45.64,2026-02-17,2026-04-03,paid,PO-6215
INV-2026-2769,Precision Print Shop,1541.03,2026-05-15,2026-06-14,pending,PO-6205
INV-2026-2472,Baystate Facilities,331.57,,2026-07-05,overdue,PO-6249
INV-2026-2824,Zenith IT Consulting,1686.09,2026-03-26,2026-04-25,paid,PO-6047
INV-2026-4827,Meadowbrook Payroll,1167.4,2026-04-11,2026-05-26,paid,PO-6306
INV-2026-5177,Pinnacle Telecom,334.9,2026-02-12,2026-03-14,paid,PO-6553
INV-2026-2342,Golden Valley Catering,237.02,2026-02-26,2026-03-28,overdue,PO-6501
INV-2026-5045,Golden Valley Catering,541.66,2026-06-28,2026-07-13,pending,PO-6953
INV-2026-4799,Quartz Design Studio,4291.82,2026-02-25,2026-03-27,overdue,PO-6120
INV-2026-4851,IRONCLAD LOGISTICS,359.52,2026-03-18,2026-04-17,paid,PO-6879
INV-2026-4751,Riverside Cleaning Co,414.81,2026-01-01,2026-01-31,overdue,PO-6084
INV-2026-4566,Wellspring Analytics,270.36,2026-04-09,2026-05-09,overdue,PO-6061
INV-2026-3891,Ridgeline HVAC,847.52,2026-04-29,2026-05-29,pending,PO-6853
INV-2026-2046,BluePeak Marketing,126.59,2026-03-29,2026-05-28,overdue,PO-6213
INV-2026-4206,Harborstone Consulting,2775.75,2026-03-30,2026-04-29,pending,PO-6938
INV-2026-4382,Everline Distribution,1098.66,2026-03-23,2026-05-07,overdue,PO-6351
INV-2026-2877,Zenith IT Consulting,97.46,2026-06-23,2026-07-08,pending,PO-6239
INV-2026-4801,Pinnacle Telecom,890.45,2026-03-04,2026-04-18,pending,PO-6116
INV-2026-3468,Ridgeline HVAC,159.5,2026-06-13,2026-08-12,overdue,PO-6977
INV-2026-3675,Quartz Design Studio,1634.79,2026-03-08,2026-03-23,pending,PO-6365
INV-2026-4282,Pinnacle Telecom,897.45,2026-06-09,2026-07-09,paid,PO-6911
INV-2026-2678,Pinnacle Telecom,518.26,2026-05-22,2026-07-21,pending,PO-6938
INV-2026-4609,Wellspring Analytics,4239.73,2026-01-02,2026-01-17,overdue,PO-6702
INV-2026-4185,Trustpoint Insurance,7901.58,2026-04-02,2026-05-17,pending,PO-6475
INV-2026-3035,Fleetline Maintenance,5413.71,2026-02-03,2026-02-18,pending,PO-6347
INV-2026-4918,Ironclad Logistics,738.5,2026-04-19,2026-05-04,pending,PO-6646
INV-2026-3030,Ironclad Logistics,1584.98,2026-01-08,2026-02-07,overdue,PO-6690
INV-2026-4673,Zenith IT Consulting,5057.08,2026-06-18,2026-08-17,pending,PO-6015
INV-2026-2116,Pinnacle Telecom,856.39,,2026-07-09,pending,PO-6620
INV-2026-4454,Baystate Facilities,1238.68,2026-02-10,2026-03-12,overdue,PO-6587
INV-2026-4330,Everline Distribution,1096.97,2026-04-17,2026-05-17,overdue,PO-6671
INV-2026-3246,Civic Square Legal,500.52,2026-03-27,2026-05-26,paid,PO-6113
INV-2026-3187,Civic Square Legal,2374.95,2026-01-05,2026-02-19,overdue,PO-6147
INV-2026-5026,Northwind Security,1513.88,2026-04-02,2026-05-02,paid,PO-6047
INV-2026-4739,Civic Square Legal,2101.87,2026-01-19,2026-02-18,overdue,PO-6128
INV-2026-3252,SUMMIT OFFICE SUPPLIES,2062.2,2026-05-12,2026-06-26,pending,PO-6807
INV-2026-2657,Precision Print Shop,4904.05,2026-06-07,2026-07-07,paid,PO-6319
INV-2026-2201,Wellspring Analytics,1491.68,2026-06-16,2026-08-15,overdue,PO-6212
INV-2026-3052,SUMMIT OFFICE SUPPLIES,2728.9,2026-01-28,2026-02-27,overdue,PO-6305
INV-2026-2636,Pinnacle Telecom,13403.53,2026-05-22,2026-07-21,pending,PO-6209
INV-2026-4592,Pinnacle Telecom,2108.05,2026-01-24,2026-02-08,overdue,PO-6669
INV-2026-4250,Quartz Design Studio,4116.34,2026-02-22,2026-03-24,pending,PO-6012
INV-2026-3219,IRONCLAD LOGISTICS,,2026-01-22,2026-03-08,pending,PO-6569
INV-2026-3831,Riverside Cleaning Co,88.37,2026-06-01,2026-07-16,paid,PO-6418
INV-2026-3606,Wellspring Analytics,1274.07,2026-05-03,2026-06-02,paid,PO-6581
INV-2026-2059,Wellspring Analytics,356.96,2026-04-28,2026-05-28,overdue,PO-6047
INV-2026-5065,summit office supplies,74.8,2026-01-28,2026-02-27,pending,PO-6548
INV-2026-3208,Zenith IT Consulting,172.84,2026-05-11,2026-06-10,paid,PO-6339
INV-2026-3632,Harborstone Consulting Group,1006.93,2026-02-14,2026-03-01,paid,PO-6195
INV-2026-2375,Northwind Security,185.13,2026-03-13,2026-05-12,pending,PO-6847
INV-2026-2831,Everline Distribution,1080.76,2026-03-29,2026-04-28,overdue,PO-6545
INV-2026-3372,Delta Freight Solutions LLC,5147.84,2026-03-14,2026-04-13,paid,PO-6308
INV-2026-2528,Harborstone Consulting,2374.66,2026-02-15,2026-04-01,pending,PO-6664
INV-2026-4479,Northwind Security,168.2,2026-03-13,2026-04-12,paid,PO-6259
INV-2026-4806,Golden Valley Catering,425.83,2026-03-28,2026-05-12,pending,PO-6751
INV-2026-2345,Bluepeak Marketing,211.88,2026-04-26,2026-05-26,paid,PO-6422
INV-2026-4491,Ironclad Logistics,22918.09,2026-05-19,2026-07-18,pending,PO-6760
INV-2026-4987,Precision Print Shop,220.33,2026-06-17,2026-07-17,pending,PO-6789
INV-2026-5008,Delta Freight Solutions LLC,485.31,2026-04-13,2026-05-13,paid,PO-6976
INV-2026-4271,Meadowbrook Payroll,4197.56,2026-01-03,2026-02-17,paid,PO-6617
INV-2026-4518,Meadowbrook Payroll,96.03,2026-05-10,2026-06-09,paid,PO-6932
INV-2026-2344,Civic Square Legal,1495.26,2026-06-02,2026-07-02,overdue,PO-6970
INV-2026-4059,Precision Print Shop,1681.77,2026-06-06,2026-08-05,pending,PO-6853
INV-2026-2284,Civic Square Legal,272.59,2026-02-28,2026-04-29,paid,PO-6429
INV-2026-2974,Ironclad Logistics,3437.18,,2026-08-13,pending,PO-6607
INV-2026-4341,Golden Valley Catering,3066.32,2026-02-10,2026-03-12,overdue,PO-6522
INV-2026-5076,Quartz Design Studio,325.54,2026-04-19,2026-06-18,pending,PO-6967
INV-2026-4690,Quartz Design Studio,165.2,2026-01-09,2026-02-23,pending,PO-6357
INV-2026-3737,Fleetline Maintenance,1391.36,2026-05-15,2026-07-14,paid,PO-6332
INV-2026-3358,Northwind Security,335.37,2026-01-08,2026-03-09,overdue,PO-6963
INV-2026-4657,IRONCLAD LOGISTICS,461.86,2026-01-04,2026-02-18,paid,PO-6444
INV-2026-3142,Pinnacle Telecom,351.67,2026-06-28,2026-07-28,overdue,PO-6160
INV-2026-4339,Harborstone Consulting Group,739.6,2026-03-02,2026-04-01,pending,PO-6968
INV-2026-5223,Bluepeak Marketing,203.93,2026-04-28,2026-05-28,pending,PO-6248
INV-2026-5251,Summit Office Supplies,3604.53,2026-05-08,2026-06-07,pending,PO-6175
INV-2026-2008,Fleetline Maintenance,405.38,2026-01-02,2026-03-03,overdue,PO-6880
INV-2026-2501,Northwind Security,1003.93,2026-02-28,2026-03-30,pending,PO-6157
INV-2026-4266,Delta Freight Solutions LLC,244.72,2026-04-29,2026-05-29,pending,PO-6980
INV-2026-5136,Ironclad Logistics,250.65,2026-05-23,2026-07-22,pending,PO-6008
INV-2026-2542,Delta Freight Solutions,17957.5,2026-05-05,2026-07-04,pending,PO-6311
INV-2026-3950,Delta Freight Solutions,1636.35,2026-01-07,2026-02-21,paid,PO-6116
INV-2026-4402,Pinnacle Telecom,672.92,2026-04-27,2026-05-27,overdue,PO-6776
INV-2026-2148,Zenith IT Consulting,1476.93,2026-05-06,2026-05-21,paid,PO-6632
INV-2026-4811,Fleetline Maintenance,991.86,2026-02-10,2026-03-12,paid,PO-6860
INV-2026-4113,Harborstone Consulting Group,6207.74,2026-03-14,2026-03-29,overdue,PO-6775
INV-2026-4429,Bluepeak Marketing,451.59,2026-05-09,2026-06-08,overdue,PO-6294
INV-2026-3756,Trustpoint Insurance,411.7,2026-06-22,2026-07-22,pending,PO-6811
INV-2026-3554,Harborstone Consulting Group,2954.09,2026-03-01,2026-04-30,overdue,PO-6125
INV-2026-3625,SUMMIT OFFICE SUPPLIES,2563.84,2026-05-07,2026-07-06,paid,PO-6695
INV-2026-5281,Trustpoint Insurance,1180.0,2026-01-31,2026-02-15,paid,PO-6390
INV-2026-4516,Civic Square Legal,584.05,2026-03-26,2026-04-10,overdue,PO-6150
INV-2026-2840,BluePeak Marketing,205.4,2026-04-01,2026-04-16,overdue,PO-6594
INV-2026-3054,BluePeak Marketing,206.35,2026-01-18,2026-02-02,overdue,PO-6404
INV-2026-2728,Wellspring Analytics,1450.99,2026-06-08,2026-08-07,overdue,PO-6192
INV-2026-4567,Golden Valley Catering,1965.09,2026-06-03,2026-08-02,overdue,PO-6333
INV-2026-2622,Ridgeline HVAC,196.96,2026-05-07,2026-06-06,paid,PO-6516
INV-2026-4146,Trustpoint Insurance,26554.77,2026-01-05,2026-03-06,overdue,PO-6351
INV-2026-2760,Fleetline Maintenance,1598.66,2026-01-26,2026-02-10,paid,PO-6830
INV-2026-3346,Meadowbrook Payroll,526.48,2026-04-06,2026-05-06,pending,PO-6534
INV-2026-2997,Northwind Security,1236.07,2026-06-26,2026-08-25,overdue,PO-6828
INV-2026-2855,Riverside Cleaning Co,1050.63,2026-02-28,2026-03-30,overdue,PO-6993
INV-2026-3744,Baystate Facilities,252.88,2026-02-08,2026-03-10,overdue,PO-6243
INV-2026-4421,IRONCLAD LOGISTICS,665.83,2026-04-28,2026-05-28,paid,PO-6794
INV-2026-2832,Meadowbrook Payroll,1044.66,2026-04-05,2026-05-05,paid,PO-6436
INV-2026-2563,Ironclad Logistics,1644.47,2026-01-08,2026-03-09,paid,PO-6322
INV-2026-4525,Civic Square Legal,666.58,2026-03-11,2026-03-26,pending,PO-6456
INV-2026-4921,Civic Square Legal,517.28,2026-06-29,2026-08-28,paid,PO-6642
INV-2026-4426,Everline Distribution,4761.51,2026-01-26,2026-02-10,overdue,PO-6403
INV-2026-2272,Wellspring Analytics,684.37,2026-06-07,2026-08-06,paid,PO-6726
INV-2026-2815,Summit Office Supplies,240.7,2026-04-21,2026-06-05,paid,PO-6272
INV-2026-3100,Quartz Design Studio,3236.89,2026-05-03,2026-07-02,pending,PO-6016
INV-2026-4826,Zenith IT Consulting,230.71,2026-04-30,2026-06-14,paid,PO-6034
INV-2026-3058,Ridgeline HVAC,806.91,2026-04-26,2026-05-26,overdue,PO-6468
INV-2026-3573,Quartz Design Studio,655.12,2026-05-16,2026-07-15,pending,PO-6886
INV-2026-3850,Riverside Cleaning Co,706.93,2026-03-23,2026-04-22,overdue,PO-6166
INV-2026-2025,Riverside Cleaning Co,496.61,2026-06-27,2026-07-27,overdue,PO-6163
INV-2026-4526,Fleetline Maintenance,3584.15,2026-02-10,2026-04-11,overdue,PO-6589
INV-2026-4561,Everline Distribution,327.42,2026-05-31,2026-06-30,paid,PO-6733
INV-2026-4544,Everline Distribution,23999.48,2026-04-19,2026-05-04,pending,PO-6310
INV-2026-4586,Trustpoint Insurance,328.61,2026-06-02,2026-08-01,overdue,PO-6425
INV-2026-4377,Golden Valley Catering,384.52,2026-06-08,2026-07-23,overdue,PO-6877
INV-2026-4156,Trustpoint Insurance,930.69,2026-03-27,2026-04-26,overdue,PO-6886
INV-2026-2679,Northwind Security,336.83,2026-05-20,2026-06-04,overdue,PO-6649
INV-2026-2204,Bluepeak Marketing,1762.24,,2026-07-08,overdue,PO-6897
INV-2026-3943,Harborstone Consulting Group,359.25,2026-03-05,2026-05-04,pending,PO-6769
INV-2026-3592,Meadowbrook Payroll,376.6,2026-01-15,2026-03-01,paid,PO-6968
INV-2026-3548,Quartz Design Studio,601.27,2026-03-18,2026-04-17,overdue,PO-6969
INV-2026-3250,SUMMIT OFFICE SUPPLIES,2061.86,2026-01-10,2026-02-24,overdue,PO-6661
INV-2026-4200,Zenith IT Consulting,1390.34,2026-01-03,2026-02-02,overdue,PO-6231
INV-2026-4164,Trustpoint Insurance,651.02,2026-04-29,2026-06-28,pending,PO-6018
INV-2026-3065,Pinnacle Telecom,38.76,2026-05-27,2026-06-26,overdue,PO-6707
INV-2026-4568,Quartz Design Studio,909.79,2026-03-02,2026-04-01,paid,PO-6851
INV-2026-3542,Precision Print Shop,2639.87,2026-02-12,2026-03-29,overdue,PO-6696
INV-2026-3093,Quartz Design Studio,1832.14,2026-02-03,2026-03-05,overdue,PO-6872
INV-2026-3699,Riverside Cleaning Co,474.58,2026-03-14,2026-04-13,pending,PO-6930
INV-2026-4617,Civic Square Legal,3910.11,2026-01-21,2026-02-20,overdue,PO-6741
INV-2026-2804,Zenith IT Consulting,125.27,2026-06-28,2026-08-27,pending,PO-6618
INV-2026-4482,Delta Freight Solutions LLC,235.78,2026-04-26,2026-06-10,pending,PO-6706
INV-2026-4647,Trustpoint Insurance,1987.95,2026-04-30,2026-06-14,pending,PO-6658
INV-2026-3706,Golden Valley Catering,1232.35,2026-04-29,2026-06-13,paid,PO-6397
INV-2026-5252,Zenith IT Consulting,46.28,2026-01-04,2026-02-03,pending,PO-6329
INV-2026-3336,Delta Freight Solutions LLC,455.88,2026-04-16,2026-05-16,paid,PO-6941
INV-2026-4635,Everline Distribution,892.33,2026-05-17,2026-06-01,paid,PO-6644
INV-2026-2306,Ironclad Logistics,1156.74,2026-03-01,2026-03-31,paid,PO-6544
INV-2026-2823,Wellspring Analytics,7400.44,2026-03-25,2026-04-24,pending,PO-6885
INV-2026-2674,Bluepeak Marketing,364.07,2026-03-11,2026-04-10,paid,PO-6462
INV-2026-2777,Zenith IT Consulting,355.08,2026-03-06,2026-05-05,paid,PO-6179
INV-2026-4971,Trustpoint Insurance,1928.81,2026-04-09,2026-06-08,overdue,PO-6000
INV-2026-3522,Precision Print Shop,894.02,2026-02-12,2026-03-29,pending,PO-6745
INV-2026-3633,Northwind Security,354.82,2026-01-11,2026-02-25,overdue,PO-6981
INV-2026-4907,Baystate Facilities,70.12,2026-03-25,2026-04-09,overdue,PO-6056
INV-2026-3032,Pinnacle Telecom,345.6,2026-05-25,2026-06-24,pending,PO-6185
INV-2026-5083,Summit Office Supplies,1426.84,2026-04-22,2026-05-22,overdue,PO-6003
INV-2026-2253,Fleetline Maintenance,782.65,2026-04-10,2026-06-09,pending,PO-6986
INV-2026-3462,Wellspring Analytics,547.98,2026-02-05,2026-02-20,overdue,PO-6269
INV-2026-2312,Golden Valley Catering,159.77,2026-05-22,2026-06-21,pending,PO-6592
INV-2026-3349,Precision Print Shop,1291.59,2026-03-22,2026-04-21,paid,PO-6031
INV-2026-3825,Meadowbrook Payroll,516.09,2026-01-08,2026-01-23,pending,PO-6937
INV-2026-5167,Riverside Cleaning Co,610.06,2026-01-02,2026-02-16,pending,PO-6995
INV-2026-3519,Trustpoint Insurance,3893.13,2026-01-26,2026-02-25,pending,PO-6608
INV-2026-5218,Northwind Security,1868.17,2026-03-26,2026-05-25,pending,PO-6208
INV-2026-2800,Harborstone Consulting Group,523.92,2026-03-16,2026-03-31,overdue,PO-6948
INV-2026-2219,Northwind Security,131.15,2026-01-03,2026-03-04,pending,PO-6921
INV-2026-4816,Zenith IT Consulting,243.87,2026-01-04,2026-03-05,overdue,PO-6865
INV-2026-4964,Quartz Design Studio,2502.26,2026-02-14,2026-03-31,pending,PO-6780
INV-2026-5224,Riverside Cleaning Co,671.09,2026-01-27,2026-02-26,paid,PO-6759
INV-2026-2058,Precision Print Shop,5356.52,2026-02-26,2026-04-12,overdue,PO-6016
INV-2026-2064,Everline Distribution,717.14,2026-06-08,2026-07-08,pending,PO-6901
INV-2026-4344,Harborstone Consulting Group,1454.3,2026-04-26,2026-06-25,overdue,PO-6348
INV-2026-2479,Golden Valley Catering,695.87,2026-04-16,2026-05-01,overdue,PO-6665
INV-2026-3040,Civic Square Legal,265.91,2026-05-30,2026-06-29,overdue,PO-6605
INV-2026-4724,Ridgeline HVAC,710.94,2026-05-13,2026-06-12,paid,PO-6020
INV-2026-2266,Precision Print Shop,2185.5,2026-05-25,2026-07-09,overdue,PO-6181
INV-2026-5030,Quartz Design Studio,1865.15,2026-05-07,2026-07-06,paid,PO-6550
INV-2026-4624,Fleetline Maintenance,5482.79,2026-06-05,2026-07-05,pending,PO-6781
INV-2026-2572,Everline Distribution,3427.4,2026-03-03,2026-04-02,overdue,PO-6154
INV-2026-4850,Pinnacle Telecom,2295.67,2026-06-07,2026-06-22,paid,PO-6465
INV-2026-4652,Meadowbrook Payroll,4020.25,2026-01-25,2026-02-09,overdue,PO-6446
INV-2026-2957,Delta Freight Solutions,3876.95,2026-05-13,2026-06-12,paid,PO-6816
INV-2026-2600,summit office supplies,1265.34,2026-06-20,2026-07-05,paid,PO-6011
INV-2026-3695,Zenith IT Consulting,716.59,2026-01-24,2026-02-23,pending,PO-6061
INV-2026-2836,BluePeak Marketing,1182.34,2026-05-03,2026-06-17,paid,PO-6250
INV-2026-3291,Pinnacle Telecom,1742.27,2026-05-29,2026-06-28,overdue,PO-6150
INV-2026-3982,Northwind Security,331.45,2026-06-23,2026-08-07,pending,PO-6669
INV-2026-5002,Civic Square Legal,1151.05,2026-03-10,2026-03-25,paid,PO-6208
INV-2026-5191,Wellspring Analytics,2052.8,2026-05-08,2026-05-23,overdue,PO-6031
INV-2026-4928,Fleetline Maintenance,2564.82,2026-04-10,2026-05-10,overdue,PO-6139
INV-2026-4830,Wellspring Analytics,586.1,2026-05-17,2026-06-01,overdue,PO-6090
INV-2026-4570,Summit Office Supplies,346.5,2026-01-09,2026-02-08,paid,PO-6345
INV-2026-3184,Meadowbrook Payroll,2539.95,2026-02-02,2026-03-04,pending,PO-6278
INV-2026-5178,Ironclad Logistics,5940.03,2026-01-12,2026-02-11,overdue,PO-6604
INV-2026-3361,Northwind Security,996.62,2026-05-20,2026-06-04,paid,PO-6564
INV-2026-2610,Everline Distribution,4357.0,2026-04-21,2026-05-21,overdue,PO-6630
INV-2026-4557,Quartz Design Studio,393.0,2026-05-13,2026-07-12,overdue,PO-6830
INV-2026-2805,Ridgeline HVAC,296.15,2026-02-14,2026-03-16,paid,PO-6714
INV-2026-2759,Delta Freight Solutions LLC,407.63,2026-06-22,2026-07-22,paid,PO-6395
INV-2026-3127,Wellspring Analytics,684.22,2026-03-08,2026-03-23,pending,PO-6090
INV-2026-3236,Everline Distribution,2622.67,2026-03-20,2026-04-19,pending,PO-6223
INV-2026-4338,Precision Print Shop,3070.65,2026-03-08,2026-04-07,overdue,PO-6897
INV-2026-3215,Riverside Cleaning Co,893.4,2026-05-07,2026-06-21,paid,PO-6517
INV-2026-2673,Riverside Cleaning Co,699.75,2026-06-10,2026-07-10,pending,PO-6194
INV-2026-4358,Northwind Security,248.19,2026-04-04,2026-05-04,overdue,PO-6790
INV-2026-5004,Wellspring Analytics,105.54,2026-03-11,2026-04-10,overdue,PO-6443
INV-2026-3924,Ridgeline HVAC,3237.41,2026-01-25,2026-02-24,pending,PO-6737
INV-2026-3318,Wellspring Analytics,369.24,2026-01-25,2026-03-11,overdue,PO-6145
INV-2026-3281,Baystate Facilities,579.06,2026-03-17,2026-04-16,paid,PO-6686
INV-2026-4031,Harborstone Consulting Group,90.16,2026-01-28,2026-02-27,pending,PO-6258
INV-2026-5200,Harborstone Consulting Group,967.68,2026-05-28,2026-06-12,pending,PO-6055
INV-2026-3813,Riverside Cleaning Co,3882.16,2026-05-04,2026-06-18,pending,PO-6392
INV-2026-3266,Northwind Security,2188.7,2026-03-18,2026-04-17,overdue,PO-6035
INV-2026-3224,Civic Square Legal,1656.78,2026-01-10,2026-02-24,overdue,PO-6785
INV-2026-3098,Precision Print Shop,528.32,2026-05-05,2026-06-04,overdue,PO-6837
INV-2026-4498,Pinnacle Telecom,575.32,2026-02-12,2026-03-14,pending,PO-6707
INV-2026-3586,Delta Freight Solutions LLC,1084.21,2026-05-09,2026-06-08,overdue,PO-6368
INV-2026-3437,Baystate Facilities,471.24,2026-03-09,2026-03-24,overdue,PO-6865
INV-2026-3128,Bluepeak Marketing,4800.78,2026-04-05,2026-05-20,pending,PO-6812
INV-2026-4688,Ridgeline HVAC,156.08,2026-03-08,2026-04-22,paid,PO-6936
INV-2026-5141,IRONCLAD LOGISTICS,1711.81,2026-05-11,2026-06-10,pending,PO-6578
INV-2026-2850,Fleetline Maintenance,424.97,2026-03-12,2026-05-11,overdue,PO-6570
INV-2026-2273,Meadowbrook Payroll,478.54,2026-01-05,2026-02-04,pending,PO-6974
INV-2026-3167,Summit Office Supplies,3298.03,2026-05-02,2026-07-01,paid,PO-6500
INV-2026-3986,Ironclad Logistics,628.38,2026-04-24,2026-06-23,paid,PO-6971
INV-2026-2771,Fleetline Maintenance,7932.99,2026-05-13,2026-05-28,pending,PO-6555
INV-2026-4861,Fleetline Maintenance,421.87,2026-03-30,2026-04-29,paid,PO-6917
INV-2026-2881,Civic Square Legal,155.7,2026-04-03,2026-04-18,paid,PO-6402
INV-2026-4078,Civic Square Legal,237.61,2026-02-10,2026-03-12,overdue,PO-6853
INV-2026-4178,Civic Square Legal,995.27,2026-05-10,2026-06-09,paid,PO-6435
INV-2026-2301,Trustpoint Insurance,4085.84,2026-06-29,2026-08-28,pending,PO-6447
INV-2026-3512,Delta Freight Solutions LLC,195.28,2026-05-25,2026-07-24,paid,PO-6310
INV-2026-3735,Harborstone Consulting Group,2529.16,2026-04-08,2026-04-23,pending,PO-6949
INV-2026-3916,Ridgeline HVAC,1502.21,2026-02-28,2026-04-14,overdue,PO-6146
INV-2026-2367,BluePeak Marketing,1228.08,2026-01-28,2026-02-27,pending,PO-6453
INV-2026-2000,Baystate Facilities,4385.13,2026-01-06,2026-01-21,overdue,PO-6835
INV-2026-4462,Delta Freight Solutions LLC,,2026-06-14,2026-08-13,pending,PO-6425
INV-2026-4170,Trustpoint Insurance,1252.97,2026-03-19,2026-04-18,pending,PO-6542
INV-2026-2029,Golden Valley Catering,2916.62,2026-03-16,2026-03-31,pending,PO-6750
INV-2026-4437,Golden Valley Catering,437.64,2026-05-13,2026-06-27,pending,PO-6965
INV-2026-2574,Fleetline Maintenance,432.94,2026-05-31,2026-07-30,paid,PO-6286
INV-2026-5011,Ironclad Logistics,1480.15,2026-05-05,2026-05-20,pending,PO-6618
INV-2026-5271,Zenith IT Consulting,569.2,2026-03-27,2026-04-26,overdue,PO-6976
INV-2026-2676,summit office supplies,518.17,2026-03-06,2026-04-05,pending,PO-6022
INV-2026-4698,Fleetline Maintenance,1270.25,2026-02-07,2026-03-09,paid,PO-6267
INV-2026-2488,Northwind Security,252.51,,2026-07-02,overdue,PO-6981
INV-2026-2541,Riverside Cleaning Co,425.69,2026-01-04,2026-02-03,paid,PO-6205
INV-2026-4397,BluePeak Marketing,4613.67,2026-03-15,2026-04-14,paid,PO-6690
INV-2026-2403,Harborstone Consulting,1177.48,2026-06-13,2026-07-28,pending,PO-6806
INV-2026-3105,Civic Square Legal,8785.69,2026-03-08,2026-05-07,paid,PO-6285
INV-2026-2263,Harborstone Consulting,771.46,2026-01-10,2026-03-11,pending,PO-6913
INV-2026-3091,Delta Freight Solutions,1149.66,2026-03-02,2026-04-01,overdue,PO-6230
INV-2026-4822,Baystate Facilities,372.52,2026-03-03,2026-04-02,pending,PO-6469
INV-2026-2898,Meadowbrook Payroll,9934.81,2026-05-21,2026-06-20,paid,PO-6190
INV-2026-4176,Pinnacle Telecom,1069.51,2026-04-17,2026-05-17,pending,PO-6946
INV-2026-5073,Meadowbrook Payroll,114.8,2026-02-17,2026-04-18,paid,PO-6754
INV-2026-3832,Fleetline Maintenance,1914.51,2026-04-18,2026-06-17,paid,PO-6777
INV-2026-2531,summit office supplies,388.73,2026-02-20,2026-03-07,paid,PO-6310
INV-2026-3755,Everline Distribution,7682.09,2026-03-25,2026-04-24,paid,PO-6292
INV-2026-4901,Ironclad Logistics,1101.98,2026-06-24,2026-08-23,overdue,PO-6152
INV-2026-4963,summit office supplies,1292.01,2026-05-17,2026-07-16,pending,PO-6268
INV-2026-3694,Zenith IT Consulting,1567.78,2026-05-04,2026-06-18,paid,PO-6760
INV-2026-5275,summit office supplies,162.8,2026-05-03,2026-06-02,paid,PO-6303
